 INDX YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC   ANN
  M3  1981    -7 -19 -26 -13 -36 -42  -5   4  31 -33  -7 -26  -14.9
  M3  1982    -5 -26 -39 -23 -32   8  40  10   5  51 -16  24   -0.3
  M3  1983    26   4   4  -3  29   2 -10 -21  -5   5 -41  63    4.4
  M3  1984     3 -17   8  17  10 -45   7 -65 -30   8 -23   0  -10.6
  M3  1985    26 -21   6 -30 -30 -31  29 -25  14  -5  21 -38   -7.0
  M3  1986    -8   3  -7 -50  12   4   2  21  19 -33  22 -40   -4.6
  M3  1987   -43  -4  21  12 -62  23  24 -28  73 -16 -19  35    1.3
  M3  1988   -34  69  45 -12   7 -33 -11   2 -48 -41 -50 -50  -13.0
  M3  1989    36  48  14 -11   1  21 -21 -22 -42  -1  11   8    3.5
  M3  1990     3   8   5   3  21 -16 -44  36  21   9 -12 -10    2.0
  M3  1991     1  15 -25  65  56  16  11 -29  26  16  38   9   16.6
  M3  1992    10  36  25 -13  39   2   1  63  53  27 -42  37   19.8
  M3  1993    19 -43  35  40   7  32-112  -5  52 -23   6  12    1.7
  M3  1994   -37 -25  59 -21 -11  13  34  13  91  38 -55  -1    8.2
  M3  1995    -2  21   0 -45 -14  81  68 -13  -4  30 -12  -8    8.5
  M3  1996   -27  15  22   7  24   5   3  28 -96 -12  41  -5    0.4
  M3  1997    27  36   6  35 -30  21  41  -4  60  20  -6 -22   15.3
  M3  1998   -10 -61 -17 -33   6 -32 -26  31 -39   8   8  -9  -14.5
  M3  1999    21 -57 -49  57 -88  26  38  13 -23 -32  47  12   -2.9
  M3  2000    60 -21 -19  25 -78  14 -59  27 -11 -21  58  -3   -2.3
  M3  2001    38 -17 -61 -32  80 -24  37 -11 -60 -24   6  25   -3.6
  M3  2002    26   3  33  19  55  -2 -16  36 -36 -20  19   9   10.5
  M3  2003    14  -3 -10  39   7 -58 -27 -44  27 -13  46 -13   -2.9
  M3  2004   -44  60   0  -2   2 -69 -29  11  30  30 -18 104    6.3
  M3  2005   -29 -22  33 -23  14 -30 -12 -62  -4 -23  -9 -48  -17.9
  M3  2006    15  -5  28   7  18  49   9  35 -14  32  24  38   19.7
  M3  2007   -13   5 -30  55 -98  70  17   7 -35  -4  22 -37   -3.4
  M3  2008   -28  18 -23  13   3   8  29  74 -40   1 -29 -20    0.5
  M3  2009   -34  35 -29 -52  88 -49   0-104 -70  74  15 -11  -11.4
  M3  2010    10 -13  -1 -22  10  33  -1  -2  43 -43 -51 -39   -6.3
  M3  2011    -7 -12 -22  30  28   3  47   2   3  28  -8   7    8.3
  M3  2012    20   4 -22 -41 -27  27 -21 -33 -28  71  -7 -20   -6.4
  M3  2013   -25 -22 -35  24  33  51 -70 -66  -5 -22  13  -2  -10.5
  M3  2014    35 -13 -27  27 -17 -51  -5  46  38  22  22 -54    1.9
  M3  2015   -36  12  -4  44 -25  42 -22   1  66  37 -34   6    7.3
  M3  2016    34 -16 -23 -33 -22 -75 -16  -7 -12 -26  27 -28  -16.4
  M3  2017    31 -34   1  37 -11   9   9  -1  21  -1 -15 -50   -0.3
  M3  2018    -7  43 -18  15  21   9 -47 -13  12  14 -13   3    1.6
  M3  2019   -17 -21 -89   0 -55  24   7  54  49  39 -68   5   -6.0
  M3  2020   999 999 999 999 999 999 999 999 999 999 999 999  999.0
 MZ1  1943   -22  11 -12 -14 -37   7 -11 -21   3  -1 -10 -19  -10.5
 MZ1  1944   -17 -23 -11  22 -11   0   8 -13 -17  10   0  -6   -4.8
 MZ1  1945     1 -17  -4  -1 -12 -16   2  21   0 -12  -5 -22   -5.4
 MZ1  1946   -12 -30   0   2  -3  -3  23  -1   2  -1 -21 -10   -4.5
 MZ1  1947   -16 -13  -8  -1 -19   2   8   1 -10   1   3   1   -4.3
 MZ1  1948     3  -4   3   2  10  -9   8  -6  -9   5  -4 -18   -1.6
 MZ1  1949   -14  20   2  -7  12   1  12 -23 -18   2  -6  33    1.2
 MZ1  1950    -9 -23 -11 -14  21  -7 -20  -4 -16 -12 -17  -9  -10.1
 MZ1  1951   -11   1  -8  -1 -14 -17  17 -11 -10   2  27 -14   -3.3
 MZ1  1952   -10   6 -13   3   7   9  -7 -14 -24   1   3 -14   -4.4
 MZ1  1953   -10  -8   2   0  13  -9   4  15  -9  -2   8 -13   -0.8
 MZ1  1954   -14  11   3 -27   8  -5   1 -13 -26  -6  -5 -17   -7.5
 MZ1  1955   -14  11 -10  -7  23 -10  -9   6 -25   8  -3 -10   -3.3
 MZ1  1956    18  -3  -7  22   5  18  -9   4 -10  -1  18 -12    3.6
 MZ1  1957    -9   0  11  16   4 -26 -14  -8 -22   8  20   7   -1.1
 MZ1  1958    -7  17   3 -23  15   4   3  12  -7  10  -8  -1    1.5
 MZ1  1959   -10 -10   3  -3 -27  -8 -12 -10   3 -20  -6  -3   -8.6
 MZ1  1960   -21   4   6 -20  15  -2   5  -1   6   1 -15 -38   -5.0
 MZ1  1961   -17   0  -6  -1 -10  -1   4 -30 -21  -6 -17 -11   -9.7
 MZ1  1962     0 -10   3  -2  15 -12  11   0 -14  24   0 -20   -0.4
 MZ1  1963   -14  15  25 -16   8 -13  -5 -15  -4 -23   4 -26   -5.3
 MZ1  1964    13   2   6  -5   2 -18  20  -3  -3   7   0   1    1.8
 MZ1  1965    20  -8 -10  -7   3 -15  -3 -24 -12 -15  20  -6   -4.8
 MZ1  1966    -6   9   3  11 -22  13  -8 -17  14   0  13  -9    0.1
 MZ1  1967     4   0  18   8   3 -13  17  19  -7   4  24  -8    5.8
 MZ1  1968   -10  -3   7  -6  14   8 -10   4   0  16   9  -9    1.7
 MZ1  1969     4   0  -6  -3 -10 -18  -7  -7  32 -17  -9   7   -2.8
 MZ1  1970    -8 -12   3  -6  -4   8  18  11  25   0   2 -15    1.8
 MZ1  1971     2   6   1  12  10  18  -3  11   0   5   6   1    5.8
 MZ1  1972    -4 -17  12  -4  -1 -18   8   5  -9  -4   7 -16   -3.4
 MZ1  1973   -13 -10   9  -6   8  -2  -4   0 -10  -4   1 -11   -3.5
 MZ1  1974   -17   9 -11  -3   6 -16  18 -10 -14   2  13   2   -1.8
 MZ1  1975    -6   2  17   4  16  -6   2  23 -15   7   0 -25    1.6
 MZ1  1976     2 -22  16   0   2  -7   7   1 -15   2   3  -1   -1.0
 MZ1  1977     7  -4  -2 -13   1  -3   9 -17 -23  -6   8  -2   -3.8
 MZ1  1978     2  -7   1  14  -1 -15   8   9   7  -1   0   4    1.8
 MZ1  1979    -6   9   1  13  13  -5   7  -9  -2   3  13   5    3.5
 MZ1  1980    17   4   2   3  -4  -5   0   1  10  10   1 -25    1.2
 MZ1  1981    -3   0  18  11   1   4   3 -22 -10 -10  13  15    1.7
 MZ1  1982    -2  -4   2 -16  20  -7   9  -8   9  -8   2  -1   -0.3
 MZ1  1983     5  -7   3  11  -2   0 -10  -4   5  15   4   7    2.3
 MZ1  1984     3   5  27  -2   4   2  18  22  -7  -1  12  15    8.2
 MZ1  1985    21   5 -12  13 -18  11 -13   4  19 -14   3  12    2.6
 MZ1  1986    11   8  -8   0   6  14 -10 -15 -23   4   0  -6   -1.6
 MZ1  1987    11  -7 -11 -12   0   2 -11   1   2  20   3   8    0.5
 MZ1  1988   -15   8   5 -16  -3   2   3   4 -12  26  -6   7    0.3
 MZ1  1989    12  13   7  -2 -17   2   7  -1  -6  18  -4   0    2.4
 MZ1  1990    -1   0  -3  10  11  -5   6  20 -15   1  12  -2    2.8
 MZ1  1991    13  -3   0   4 -13 -32  20  34  16  -5 -19 -11    0.3
 MZ1  1992     0  -1 -14 -28 -23   0   4   3 -17 -11  -5  -6   -8.2
 MZ1  1993    -7 -10   5  -2   6  21  -6 -14 -22   4  -2  -3   -2.5
 MZ1  1994    10   8 -11  -1   2   0   9  11  11  -5  21 -18    3.1
 MZ1  1995     5  -7  19  14  11  -7  25  -5  17   5   8  12    8.1
 MZ1  1996    -2  11  10  24   0   5   5   3  29  16  15   0    9.7
 MZ1  1997    -2   9  -9   6  14 -17  -6 -10  -4 -20 -12  -2   -4.4
 MZ1  1998    -8   9   9   2  -7   5  22  -7  -4  32  -3   2    4.3
 MZ1  1999    -5   6   3   0  -3  -1  -5   0  -7   7  15 -12   -0.2
 MZ1  2000    11 -11 -24   2   8  11   7  -2  -1  18 -13  13    1.6
 MZ1  2001   -12 -14   3  -4  11   0 -16   3  -9   4  15   7   -1.0
 MZ1  2002     5   1   8  -8   1  11 -21 -12   8 -11  -6  -9   -2.8
 MZ1  2003    -7  -2   3 -13   4  14  -6 -12   0  -1  -8  -5   -2.8
 MZ1  2004    -3   9 -13  -5  13  13 -11 -18  11  -4   6  -9   -0.9
 MZ1  2005    -1   4  -8 -24   1 -18   7   0  -2  -8 -16   1   -5.3
 MZ1  2006     4  -6 -13  27   0 -12 -17 -10  -6 -16  16 -22   -4.6
 MZ1  2007    -5  -9  15 -11   2  -9  -1  -6  -5   5 -15  -1   -3.3
 MZ1  2008    -2   9  -2   3 -15  -9  18   0   2  -3  17   1    1.6
 MZ1  2009   -13   4  -3  18  -5 -15  -2  19  -1 -21 -19  -6   -3.7
 MZ1  2010   -10   0  -9   2   2   1 -17   6  21 -15 -17  12   -2.0
 MZ1  2011    -9  -6   4  -6  25   8   8 -26  -9  11  -5  12    0.6
 MZ1  2012    -4  10  -8  -9  -5   4  10   3  15   8 -15  -1    0.7
 MZ1  2013     4 -11  -2   7   6  -6  -7  -1  -7   9  -8  -5   -1.8
 MZ1  2014    -2 -10 -12   9  10  17  -3 -11 -14   2   3   4   -0.6
 MZ1  2015    -8  -3  13  14   9   4   0  10 -27 -16  -4 -18   -2.2
 MZ1  2016     3   8   4  -8  27   8  12 -12  -5   3  10 -11    3.3
 MZ1  2017     7  -2 -11   4  -5 -13  -2  20   7  -5  -5 -16   -1.8
 MZ1  2018    11  21   7  -2   5 -19  33   5 -27 -13   1  -8    1.2
 MZ1  2019   -21  -6  11 -10  10 -14  21  -3  -8  -6  -1   5   -1.8
 MZ1  2020   999 999 999 999 999 999 999 999 999 999 999 999  999.0
 MZ2  1948   999 999 999 999 999 -27   9  -8   6  22 -16   4  999.0
 MZ2  1949   -40  72 109  -3  -5 -19  36 -13 -12  30 -28  56   15.3
 MZ2  1950    -5  -3   2 -29  12  -8 -14 -12 -20 -34 -15  -1  -10.6
 MZ2  1951   -56  -6 -24 -20 -26 -36  45 -21   3  -8  45 -19  -10.3
 MZ2  1952    23  17   1  18  15  19  -4 -38 -20   5 -34 -33   -2.6
 MZ2  1953   -54 -12  10  11   4 -34   4  14  14 -19  36  -3   -2.4
 MZ2  1954   -22  38   2 -25  -3  19  -7  -6 -27  22   9 -43   -3.6
 MZ2  1955    -3  22  -8  -4  38 -34 -38  16 -18   4  19 -22   -2.3
 MZ2  1956    12  -5 -15  30 -37  19 -19  -3 -18 -21  20  -3   -3.3
 MZ2  1957    -2   5 -13  16   9 -13 -26 -21 -45  25  34  35    0.3
 MZ2  1958    -1  23  23   1  45   1 -10  19  -1   4   5  -8    8.4
 MZ2  1959   -25   3  -7 -14 -67  20  -1 -10  11 -46  24 -28  -11.7
 MZ2  1960    -6  11 -16 -23  11 -29  19  -9 -20  -2 -23 -60  -12.3
 MZ2  1961   -49  10  -5   4 -20  10   7 -49 -43  21   7 -14  -10.1
 MZ2  1962     2  -8  -8 -18  16   4  16  10 -13  25  11 -30    0.6
 MZ2  1963   -17  29   9 -28  30 -29 -38 -12 -16 -14  19 -16   -6.9
 MZ2  1964    53 -11  42   3  11 -23  37  29  12  10  13   6   15.2
 MZ2  1965     0  11 -10  -6   9 -12  -5 -45   1  -4  29   1   -2.6
 MZ2  1966    -2  18  -6  30 -62  15 -24 -42  -6  -7  11 -13   -7.3
 MZ2  1967    -2  18  12  22   6 -25  16  14 -33  13  26 -13    4.5
 MZ2  1968    -8  27  -2 -43  19  -6 -24  20   3  53  39 -48    2.5
