,year,month,day,RMM1,RMM2,phase,lon,amplitude,amplitude**2
1985-09-15,1985,9,15,-0.1085,-0.2258,2,19.3,0.2505,0.0627
1985-09-16,1985,9,16,-0.0945,-0.1437,2,11.7,0.1721,0.0296
1985-09-17,1985,9,17,-0.149,-0.1483,1,359.9,0.2102,0.0442
1985-09-18,1985,9,18,-0.0134,-0.2056,2,41.3,0.2061,0.0425
1985-09-19,1985,9,19,-0.0559,-0.2122,2,30.2,0.2194,0.0482
1985-09-20,1985,9,20,-0.0508,-0.2793,2,34.7,0.2839,0.0806
1985-09-21,1985,9,21,-0.3588,-0.186,1,342.4,0.4042,0.1634
1985-09-22,1985,9,22,-0.5404,-0.0836,1,323.8,0.5468,0.299
1985-09-23,1985,9,23,-0.5629,0.1007,8,304.9,0.5718,0.3269
1985-09-24,1985,9,24,-0.4423,0.1862,8,292.2,0.4799,0.2303
1985-09-25,1985,9,25,-0.3661,0.1552,8,292.0,0.3977,0.1582
1985-09-26,1985,9,26,-0.3678,-0.0281,1,319.4,0.3689,0.1361
1985-09-27,1985,9,27,-0.31,-0.0206,1,318.8,0.3107,0.0965
1985-09-28,1985,9,28,-0.1761,-0.12,1,349.3,0.2131,0.0454
1985-09-29,1985,9,29,-0.0617,-0.188,2,26.8,0.1979,0.0392
1985-09-30,1985,9,30,-0.1646,-0.4387,2,24.4,0.4686,0.2196
1985-10-01,1985,10,1,-0.33,-0.5148,2,12.3,0.6115,0.3739
1985-10-02,1985,10,2,-0.2584,-0.4188,2,13.3,0.4921,0.2421
1985-10-03,1985,10,3,-0.0507,-0.5603,2,39.8,0.5626,0.3165
1985-10-04,1985,10,4,0.005,-0.6169,3,45.5,0.6169,0.3806
1985-10-05,1985,10,5,-0.2705,-0.5537,2,19.0,0.6162,0.3797
1985-10-06,1985,10,6,-0.1977,-0.3726,2,17.0,0.4218,0.1779
1985-10-07,1985,10,7,-0.3562,-0.2538,1,350.5,0.4374,0.1913
1985-10-08,1985,10,8,-0.1802,-0.2758,2,11.8,0.3294,0.1085
1985-10-09,1985,10,9,0.2203,-0.1665,4,97.9,0.2761,0.0763
1985-10-10,1985,10,10,0.5425,-0.1434,4,120.2,0.5611,0.3149
1985-10-11,1985,10,11,0.5289,0.0481,5,140.2,0.5311,0.282
1985-10-12,1985,10,12,0.5094,0.3891,5,172.4,0.641,0.4109
1985-10-13,1985,10,13,0.5959,0.6465,6,182.3,0.8793,0.7731
1985-10-14,1985,10,14,0.8498,0.677,5,173.5,1.0865,1.1804
1985-10-15,1985,10,15,0.9742,0.856,5,176.3,1.2969,1.6819
1985-10-16,1985,10,16,0.8737,1.2401,6,189.8,1.517,2.3013
1985-10-17,1985,10,17,0.7953,1.53,6,197.5,1.7243,2.9732
1985-10-18,1985,10,18,0.6647,1.5901,6,202.3,1.7234,2.9701
1985-10-19,1985,10,19,0.341,1.6273,6,213.2,1.6626,2.7643
1985-10-20,1985,10,20,-0.0552,1.4724,7,227.1,1.4734,2.1709
1985-10-21,1985,10,21,-0.5234,1.5154,7,244.1,1.6033,2.5704
1985-10-22,1985,10,22,-0.9924,1.5538,7,257.6,1.8437,3.3993
1985-10-23,1985,10,23,-1.4334,1.3615,8,271.5,1.9769,3.9083
1985-10-24,1985,10,24,-1.922,1.2568,8,281.8,2.2965,5.2738
1985-10-25,1985,10,25,-2.1073,1.0829,8,287.8,2.3693,5.6135
1985-10-26,1985,10,26,-2.1554,1.0108,8,289.9,2.3806,5.6672
1985-10-27,1985,10,27,-2.1622,0.8504,8,293.5,2.3234,5.3981
1985-10-28,1985,10,28,-2.125,0.729,8,296.1,2.2465,5.0469
1985-10-29,1985,10,29,-2.1363,0.486,8,302.2,2.1909,4.8002
1985-10-30,1985,10,30,-2.3052,0.1213,8,312.0,2.3084,5.3286
1985-10-31,1985,10,31,-2.163,-0.3766,1,324.9,2.1956,4.8205
1985-11-01,1985,11,1,-1.8486,-0.9317,1,341.7,2.0702,4.2856
1985-11-02,1985,11,2,-1.5731,-1.3766,1,356.2,2.0904,4.3698
1985-11-03,1985,11,3,-1.4823,-1.6127,2,2.4,2.1904,4.7979
1985-11-04,1985,11,4,-1.0004,-1.7352,2,15.0,2.003,4.0118
1985-11-05,1985,11,5,-0.3475,-1.6751,2,33.3,1.7107,2.9266
1985-11-06,1985,11,6,0.1188,-1.5398,3,49.4,1.5443,2.385
1985-11-07,1985,11,7,0.4859,-1.3664,3,64.6,1.4502,2.1032
1985-11-08,1985,11,8,0.772,-1.0771,3,80.6,1.3252,1.7561
1985-11-09,1985,11,9,1.2146,-1.0224,4,94.9,1.5876,2.5206
1985-11-10,1985,11,10,1.4755,-0.6427,4,111.5,1.6094,2.5903
1985-11-11,1985,11,11,1.6843,-0.2571,4,126.3,1.7038,2.903
1985-11-12,1985,11,12,1.7712,-0.0451,4,133.5,1.7718,3.1393
1985-11-13,1985,11,13,1.7101,0.1917,5,141.4,1.7208,2.9613
1985-11-14,1985,11,14,1.5,0.6504,5,158.4,1.635,2.6731
1985-11-15,1985,11,15,1.1766,1.0689,5,177.3,1.5896,2.5269
1985-11-16,1985,11,16,1.0785,1.5373,6,189.9,1.8779,3.5263
1985-11-17,1985,11,17,0.9041,1.7777,6,198.0,1.9943,3.9774
1985-11-18,1985,11,18,0.6064,2.0221,6,208.3,2.111,4.4565
1985-11-19,1985,11,19,0.2647,1.9584,6,217.3,1.9762,3.9055
1985-11-20,1985,11,20,0.1068,1.7748,6,221.6,1.778,3.1614
1985-11-21,1985,11,21,0.0172,1.6368,6,224.4,1.6369,2.6796
1985-11-22,1985,11,22,0.0724,1.4983,6,222.2,1.5001,2.2502
1985-11-23,1985,11,23,-0.1962,1.0302,7,235.8,1.0487,1.0997
1985-11-24,1985,11,24,-0.2979,0.8646,7,244.0,0.9145,0.8363
1985-11-25,1985,11,25,-0.3823,0.9184,7,247.6,0.9948,0.9896
1985-11-26,1985,11,26,-0.3713,0.8862,7,247.7,0.9608,0.9232
1985-11-27,1985,11,27,-0.2043,0.7191,7,240.9,0.7475,0.5588
1985-11-28,1985,11,28,-0.4253,0.7509,7,254.5,0.8629,0.7447
1985-11-29,1985,11,29,-0.5327,0.7726,7,259.6,0.9384,0.8807
1985-11-30,1985,11,30,-0.707,0.4918,8,280.2,0.8613,0.7418
1985-12-01,1985,12,1,-0.6741,0.3524,8,287.4,0.7607,0.5786
1985-12-02,1985,12,2,-0.5773,0.2853,8,288.7,0.6439,0.4146
1985-12-03,1985,12,3,-0.3663,0.1557,8,292.0,0.398,0.1584
1985-12-04,1985,12,4,-0.1502,-0.0514,1,333.9,0.1588,0.0252
1985-12-05,1985,12,5,0.0903,0.0781,5,175.9,0.1194,0.0143
1985-12-06,1985,12,6,0.2179,0.3735,6,194.7,0.4324,0.187
1985-12-07,1985,12,7,0.2033,0.6851,6,208.5,0.7146,0.5107
1985-12-08,1985,12,8,0.152,0.7707,6,213.8,0.7856,0.6171
1985-12-09,1985,12,9,0.054,0.575,6,219.6,0.5775,0.3335
1985-12-10,1985,12,10,0.0774,0.4469,6,215.2,0.4536,0.2057
1985-12-11,1985,12,11,0.2837,0.6308,6,200.8,0.6917,0.4784
1985-12-12,1985,12,12,0.37,0.713,6,197.6,0.8032,0.6452
1985-12-13,1985,12,13,0.4221,0.6795,6,193.2,0.7999,0.6399
1985-12-14,1985,12,14,0.3529,0.5037,6,190.0,0.615,0.3782
1985-12-15,1985,12,15,0.3189,0.5541,6,195.1,0.6393,0.4088
1985-12-16,1985,12,16,0.1734,0.3584,6,199.2,0.3981,0.1585
1985-12-17,1985,12,17,-0.0775,0.1451,7,253.1,0.1645,0.0271
1985-12-18,1985,12,18,-0.3269,0.2218,8,280.8,0.3951,0.1561
1985-12-19,1985,12,19,-0.5538,0.36,8,282.0,0.6605,0.4363
1985-12-20,1985,12,20,-0.7179,0.4969,8,280.3,0.8731,0.7622
1985-12-21,1985,12,21,-0.8854,0.4088,8,290.2,0.9752,0.951
1985-12-22,1985,12,22,-0.691,0.2995,8,291.6,0.7531,0.5671
1985-12-23,1985,12,23,-0.8233,0.1465,8,304.9,0.8363,0.6993
1985-12-24,1985,12,24,-1.1661,0.0584,8,312.1,1.1675,1.3631
1985-12-25,1985,12,25,-1.2112,0.1444,8,308.2,1.2198,1.488
1985-12-26,1985,12,26,-1.0916,0.1065,8,309.4,1.0967,1.2029
1985-12-27,1985,12,27,-0.9389,-0.4704,1,341.6,1.0502,1.1029
1985-12-28,1985,12,28,-1.0751,-1.034,1,358.9,1.4916,2.225
1985-12-29,1985,12,29,-1.1524,-1.2412,2,2.1,1.6937,2.8686
1985-12-30,1985,12,30,-1.1573,-1.5628,2,8.5,1.9447,3.7818
1985-12-31,1985,12,31,-0.8433,-1.8257,2,20.2,2.011,4.0443
1986-01-01,1986,1,1,-0.6955,-1.399,2,18.6,1.5624,2.441
1986-01-02,1986,1,2,-0.819,-1.647,2,18.6,1.8394,3.3834
1986-01-03,1986,1,3,-0.314,-2.4514,2,37.7,2.4714,6.1079
1986-01-04,1986,1,4,0.2317,-2.5877,3,50.1,2.598,6.7498
1986-01-05,1986,1,5,0.4217,-2.9015,3,53.3,2.932,8.5964
1986-01-06,1986,1,6,0.3783,-3.1433,3,51.9,3.166,10.0233
1986-01-07,1986,1,7,0.4247,-3.1778,3,52.6,3.2061,10.2789
1986-01-08,1986,1,8,0.7051,-3.5064,3,56.4,3.5766,12.7919
1986-01-09,1986,1,9,1.143,-3.2774,3,64.2,3.471,12.0482
1986-01-10,1986,1,10,1.6417,-2.6095,3,77.2,3.083,9.505
1986-01-11,1986,1,11,1.958,-1.985,3,89.6,2.7882,7.7742
1986-01-12,1986,1,12,2.0688,-1.5132,4,98.8,2.5631,6.5697
1986-01-13,1986,1,13,2.1493,-0.9179,4,111.9,2.3371,5.4619
1986-01-14,1986,1,14,2.2435,-0.6376,4,119.1,2.3323,5.4397
1986-01-15,1986,1,15,2.1744,-0.3242,4,126.5,2.1984,4.833
1986-01-16,1986,1,16,1.9466,-0.056,4,133.4,1.9474,3.7926
1986-01-17,1986,1,17,1.9949,0.3003,5,143.6,2.0173,4.0697
1986-01-18,1986,1,18,1.8429,0.4447,5,148.6,1.8958,3.594
1986-01-19,1986,1,19,1.5804,0.7678,5,160.9,1.757,3.0872
1986-01-20,1986,1,20,1.5056,1.0965,5,171.1,1.8625,3.469
1986-01-21,1986,1,21,1.1354,1.4292,6,186.5,1.8253,3.3319
1986-01-22,1986,1,22,0.8146,1.7809,6,200.4,1.9584,3.8351
1986-01-23,1986,1,23,0.7618,1.9854,6,204.0,2.1265,4.522
1986-01-24,1986,1,24,0.5241,2.0592,6,210.7,2.1248,4.5149
1986-01-25,1986,1,25,0.056,2.0927,6,223.5,2.0935,4.3826
1986-01-26,1986,1,26,-0.092,1.8822,7,227.8,1.8845,3.5513
1986-01-27,1986,1,27,-0.2797,1.7759,7,234.0,1.7978,3.232
1986-01-28,1986,1,28,-0.4505,1.8409,7,238.8,1.8952,3.5918
1986-01-29,1986,1,29,-0.6764,1.6899,7,246.8,1.8203,3.3135
1986-01-30,1986,1,30,-0.7081,1.5128,7,250.1,1.6703,2.79
1986-01-31,1986,1,31,-0.4216,1.3142,7,242.8,1.3802,1.9049
1986-02-01,1986,2,1,-0.3566,1.0288,7,244.1,1.0889,1.1856
1986-02-02,1986,2,2,-0.5472,0.7288,7,261.9,0.9113,0.8305
1986-02-03,1986,2,3,-0.7524,0.7076,8,271.8,1.0329,1.0668
1986-02-04,1986,2,4,-0.8488,0.8891,7,268.7,1.2292,1.511
1986-02-05,1986,2,5,-0.9882,0.9422,8,271.4,1.3654,1.8643
1986-02-06,1986,2,6,-1.0048,0.7413,8,278.6,1.2487,1.5592
1986-02-07,1986,2,7,-1.2081,0.0236,8,313.9,1.2083,1.46
1986-02-08,1986,2,8,-1.5039,-0.6684,1,339.0,1.6457,2.7084
1986-02-09,1986,2,9,-1.5262,-0.8548,1,344.3,1.7493,3.06
1986-02-10,1986,2,10,-1.114,-0.6588,1,345.6,1.2942,1.675
1986-02-11,1986,2,11,-0.9288,-0.7059,1,352.2,1.1666,1.361
1986-02-12,1986,2,12,-0.7205,-0.5627,1,353.0,0.9142,0.8358
1986-02-13,1986,2,13,-0.3372,-0.3988,2,4.8,0.5222,0.2727
1986-02-14,1986,2,14,0.0397,-0.0324,4,95.8,0.0512,0.0026
1986-02-15,1986,2,15,0.4297,0.0008,5,135.1,0.4297,0.1846
1986-02-16,1986,2,16,0.5039,-0.3628,4,99.2,0.621,0.3856
1986-02-17,1986,2,17,0.238,-0.41,3,75.1,0.4741,0.2247
1986-02-18,1986,2,18,0.3584,-0.3021,4,94.9,0.4688,0.2198
1986-02-19,1986,2,19,0.7148,-0.288,4,113.1,0.7707,0.5939
1986-02-20,1986,2,20,0.3604,-0.1806,4,108.4,0.4031,0.1625
1986-02-21,1986,2,21,-0.0307,0.2117,7,233.3,0.214,0.0458
1986-02-22,1986,2,22,-0.4084,0.3911,8,271.2,0.5654,0.3197
1986-02-23,1986,2,23,-0.7844,0.3557,8,290.6,0.8613,0.7418
1986-02-24,1986,2,24,-1.0425,0.3371,8,297.1,1.0956,1.2004
1986-02-25,1986,2,25,-1.2688,0.1453,8,308.5,1.2771,1.631
1986-02-26,1986,2,26,-1.3435,0.168,8,307.9,1.354,1.8333
1986-02-27,1986,2,27,-1.3107,-0.228,1,324.9,1.3304,1.77
1986-02-28,1986,2,28,-1.209,-0.8015,1,348.5,1.4506,2.1042
1986-03-01,1986,3,1,-1.0616,-1.2688,2,5.1,1.6543,2.7368
1986-03-02,1986,3,2,-0.931,-1.2897,2,9.2,1.5907,2.5302
1986-03-03,1986,3,3,-0.8516,-1.4062,2,13.8,1.6439,2.7025
1986-03-04,1986,3,4,-0.884,-1.4898,2,14.3,1.7324,3.0011
1986-03-05,1986,3,5,-0.9141,-1.5743,2,14.9,1.8204,3.314
1986-03-06,1986,3,6,-0.8588,-1.8477,2,20.1,2.0375,4.1515
1986-03-07,1986,3,7,-0.9284,-2.1288,2,21.4,2.3225,5.3938
1986-03-08,1986,3,8,-1.1368,-2.5562,2,21.0,2.7976,7.8264
1986-03-09,1986,3,9,-1.3324,-2.6615,2,18.4,2.9764,8.859
1986-03-10,1986,3,10,-1.2358,-2.8871,2,21.8,3.1405,9.8628
1986-03-11,1986,3,11,-0.9726,-3.0451,2,27.3,3.1967,10.2187
1986-03-12,1986,3,12,-0.7108,-3.0565,2,31.9,3.1381,9.8474
1986-03-13,1986,3,13,-0.5727,-3.0643,2,34.4,3.1173,9.7176
1986-03-14,1986,3,14,-0.1912,-3.0618,2,41.4,3.0678,9.4114
1986-03-15,1986,3,15,0.1223,-3.0115,3,47.3,3.014,9.0839
1986-03-16,1986,3,16,0.7152,-2.929,3,58.7,3.015,9.0904
1986-03-17,1986,3,17,1.226,-2.8477,3,68.3,3.1004,9.6124
1986-03-18,1986,3,18,1.3607,-2.6603,3,72.1,2.9881,8.929
1986-03-19,1986,3,19,1.2611,-2.5651,3,71.2,2.8583,8.1699
1986-03-20,1986,3,20,1.2305,-2.3035,3,73.1,2.6116,6.8203
1986-03-21,1986,3,21,1.2146,-1.8806,3,77.9,2.2388,5.012
1986-03-22,1986,3,22,1.3154,-1.6171,3,84.1,2.0846,4.3454
1986-03-23,1986,3,23,1.608,-1.5368,4,91.3,2.2243,4.9475
1986-03-24,1986,3,24,1.6137,-1.3292,4,95.5,2.0906,4.3706
1986-03-25,1986,3,25,1.4159,-0.7779,4,106.2,1.6156,2.61
1986-03-26,1986,3,26,1.0856,-0.5694,4,107.3,1.2259,1.5028
1986-03-27,1986,3,27,1.1797,-0.1289,4,128.8,1.1867,1.4082
1986-03-28,1986,3,28,1.4615,0.2628,5,145.2,1.4849,2.205
1986-03-29,1986,3,29,1.6127,0.6226,5,156.1,1.7287,2.9883
1986-03-30,1986,3,30,1.6134,0.8507,5,162.8,1.8239,3.3267
1986-03-31,1986,3,31,1.6526,0.8629,5,162.6,1.8643,3.4758
1986-04-01,1986,4,1,1.4448,0.7902,5,163.7,1.6468,2.7119
1986-04-02,1986,4,2,1.1175,1.136,6,180.5,1.5935,2.5393
1986-04-03,1986,4,3,0.6848,1.2712,6,196.7,1.444,2.0851
1986-04-04,1986,4,4,0.3624,1.3404,6,209.9,1.3886,1.9281
1986-04-05,1986,4,5,0.1716,1.3506,6,217.8,1.3615,1.8536
1986-04-06,1986,4,6,0.0565,1.3222,6,222.6,1.3234,1.7515
1986-04-07,1986,4,7,0.2122,1.1388,6,214.4,1.1584,1.3418
1986-04-08,1986,4,8,0.4494,0.8961,6,198.4,1.0024,1.0049
1986-04-09,1986,4,9,0.5705,0.8836,6,192.2,1.0518,1.1063
1986-04-10,1986,4,10,0.6221,1.1671,6,196.9,1.3226,1.7492
1986-04-11,1986,4,11,0.7815,1.3739,6,195.4,1.5806,2.4984
1986-04-12,1986,4,12,0.7555,1.6987,6,201.0,1.8591,3.4563
1986-04-13,1986,4,13,0.2718,1.8024,6,216.4,1.8228,3.3226
1986-04-14,1986,4,14,-0.0434,1.9438,7,226.3,1.9442,3.7801
1986-04-15,1986,4,15,-0.3581,2.0549,7,234.9,2.0859,4.3511
1986-04-16,1986,4,16,-0.4553,1.7321,7,239.7,1.7909,3.2073
1986-04-17,1986,4,17,-0.4216,1.4816,7,240.9,1.5404,2.3729
1986-04-18,1986,4,18,-0.4236,1.4333,7,241.5,1.4946,2.2337
1986-04-19,1986,4,19,-0.4053,1.435,7,240.8,1.4911,2.2234
1986-04-20,1986,4,20,-0.5322,1.1437,7,250.0,1.2614,1.5912
1986-04-21,1986,4,21,-0.6466,0.7302,7,266.5,0.9754,0.9513
1986-04-22,1986,4,22,-0.7179,0.4863,8,280.9,0.8671,0.7518
1986-04-23,1986,4,23,-0.6619,0.2158,8,296.9,0.6962,0.4847
1986-04-24,1986,4,24,-0.6138,-0.0445,1,319.1,0.6155,0.3788
1986-04-25,1986,4,25,-0.5289,-0.3221,1,346.3,0.6193,0.3835
1986-04-26,1986,4,26,-0.3407,-0.3083,1,357.1,0.4594,0.2111
1986-04-27,1986,4,27,-0.0489,-0.3921,2,37.9,0.3951,0.1561
1986-04-28,1986,4,28,0.3913,-0.581,3,79.0,0.7005,0.4907
1986-04-29,1986,4,29,0.6753,-0.5672,4,95.0,0.8819,0.7778
1986-04-30,1986,4,30,0.7459,-0.2773,4,114.6,0.7958,0.6333
1986-05-01,1986,5,1,0.8384,-0.2504,4,118.4,0.875,0.7656
1986-05-02,1986,5,2,0.9805,-0.0616,4,131.4,0.9824,0.9652
1986-05-03,1986,5,3,0.9525,-0.0692,4,130.8,0.955,0.912
1986-05-04,1986,5,4,0.9201,0.2588,5,150.7,0.9558,0.9135
1986-05-05,1986,5,5,0.9199,0.3896,5,158.0,0.999,0.9981
1986-05-06,1986,5,6,0.8255,0.3819,5,159.8,0.9095,0.8273
1986-05-07,1986,5,7,0.8756,0.4823,5,163.8,0.9996,0.9992
1986-05-08,1986,5,8,0.7782,0.6987,5,176.9,1.0459,1.0939
1986-05-09,1986,5,9,0.7229,1.2317,6,194.6,1.4282,2.0397
1986-05-10,1986,5,10,0.8541,1.3739,6,193.1,1.6177,2.6171
1986-05-11,1986,5,11,0.691,1.376,6,198.3,1.5397,2.3708
1986-05-12,1986,5,12,0.3361,1.6207,6,213.3,1.6552,2.7398
1986-05-13,1986,5,13,0.1947,1.6407,6,218.2,1.6522,2.7298
1986-05-14,1986,5,14,0.3713,1.5563,6,211.6,1.5999,2.5598
1986-05-15,1986,5,15,0.49,1.3208,6,204.6,1.4088,1.9846
1986-05-16,1986,5,16,0.5778,1.2616,6,200.4,1.3876,1.9254
1986-05-17,1986,5,17,0.5673,1.327,6,201.9,1.4431,2.0826
1986-05-18,1986,5,18,0.5497,1.3818,6,203.3,1.4871,2.2114
1986-05-19,1986,5,19,0.5611,1.4525,6,203.9,1.5571,2.4245
1986-05-20,1986,5,20,0.2277,1.7396,6,217.5,1.7544,3.0779
1986-05-21,1986,5,21,-0.3641,2.0306,7,235.2,2.0629,4.2558
1986-05-22,1986,5,22,-0.9468,2.0893,7,249.4,2.2938,5.2617
1986-05-23,1986,5,23,-1.3342,2.0138,7,258.5,2.4156,5.8353
1986-05-24,1986,5,24,-1.6302,1.8274,7,266.7,2.4489,5.9969
1986-05-25,1986,5,25,-1.788,1.1507,8,282.2,2.1263,4.5211
1986-05-26,1986,5,26,-1.9934,0.62,8,297.7,2.0876,4.3581
1986-05-27,1986,5,27,-2.2023,0.1907,8,310.1,2.2106,4.8866
1986-05-28,1986,5,28,-2.1291,0.235,8,308.7,2.142,4.5882
1986-05-29,1986,5,29,-1.8769,0.1346,8,310.9,1.8817,3.5407
1986-05-30,1986,5,30,-1.6465,0.0442,8,313.5,1.6471,2.7128
1986-05-31,1986,5,31,-1.4715,-0.0991,1,318.9,1.4748,2.175
1986-06-01,1986,6,1,-1.3002,-0.3629,1,330.6,1.3499,1.8224
1986-06-02,1986,6,2,-0.9428,-0.4674,1,341.4,1.0523,1.1073
1986-06-03,1986,6,3,-0.4883,-0.7124,2,10.6,0.8637,0.7459
1986-06-04,1986,6,4,-0.273,-0.8537,2,27.3,0.8963,0.8034
1986-06-05,1986,6,5,-0.1682,-0.9638,2,35.1,0.9783,0.9572
1986-06-06,1986,6,6,-0.0853,-0.9728,2,40.0,0.9766,0.9537
1986-06-07,1986,6,7,0.0109,-1.0297,3,45.6,1.0297,1.0603
1986-06-08,1986,6,8,-0.165,-1.0562,2,36.1,1.0691,1.1429
1986-06-09,1986,6,9,-0.1123,-0.9873,2,38.5,0.9937,0.9875
1986-06-10,1986,6,10,0.257,-1.045,3,58.8,1.0761,1.158
1986-06-11,1986,6,11,0.4106,-1.1582,3,64.5,1.2288,1.51
1986-06-12,1986,6,12,0.6629,-1.1655,3,74.6,1.3408,1.7978
1986-06-13,1986,6,13,0.9157,-1.1446,3,83.7,1.4658,2.1485
1986-06-14,1986,6,14,1.1617,-0.9904,4,94.6,1.5266,2.3304
1986-06-15,1986,6,15,1.5156,-0.7619,4,108.3,1.6964,2.8776
1986-06-16,1986,6,16,1.575,-0.3626,4,122.0,1.6162,2.6122
1986-06-17,1986,6,17,1.8659,-0.0069,4,134.8,1.8659,3.4817
1986-06-18,1986,6,18,2.0398,0.3482,5,144.7,2.0693,4.2819
1986-06-19,1986,6,19,2.1348,0.3152,5,143.4,2.1579,4.6567
1986-06-20,1986,6,20,2.0699,0.2613,5,142.2,2.0864,4.353
1986-06-21,1986,6,21,1.9697,0.3129,5,144.0,1.9944,3.9777
1986-06-22,1986,6,22,1.814,0.6432,5,154.5,1.9247,3.7044
1986-06-23,1986,6,23,1.7511,0.9209,5,162.7,1.9785,3.9145
1986-06-24,1986,6,24,1.3528,1.1482,5,175.3,1.7744,3.1485
1986-06-25,1986,6,25,0.7512,1.3647,6,196.2,1.5578,2.4267
1986-06-26,1986,6,26,0.282,1.6965,6,215.6,1.7198,2.9577
1986-06-27,1986,6,27,-0.04,1.6941,7,226.4,1.6945,2.8714
1986-06-28,1986,6,28,-0.3971,1.5451,7,239.4,1.5953,2.5449
1986-06-29,1986,6,29,-0.5579,1.4075,7,246.6,1.5141,2.2925
1986-06-30,1986,6,30,-0.6521,1.6041,7,247.1,1.7316,2.9984
1986-07-01,1986,7,1,-0.9043,1.5389,7,255.4,1.785,3.1861
1986-07-02,1986,7,2,-0.9549,1.5725,7,256.3,1.8398,3.3847
1986-07-03,1986,7,3,-1.0071,1.1402,7,266.5,1.5213,2.3143
1986-07-04,1986,7,4,-1.0893,1.0897,7,270.0,1.5407,2.3738
1986-07-05,1986,7,5,-0.99,0.6658,8,281.1,1.1931,1.4234
1986-07-06,1986,7,6,-0.819,0.4273,8,287.4,0.9238,0.8533
1986-07-07,1986,7,7,-0.5979,0.2684,8,290.8,0.6554,0.4295
1986-07-08,1986,7,8,-0.343,-0.0524,1,323.7,0.347,0.1204
1986-07-09,1986,7,9,0.122,-0.3315,3,65.2,0.3532,0.1248
1986-07-10,1986,7,10,0.4337,-0.6425,3,79.0,0.7752,0.6009
1986-07-11,1986,7,11,0.8598,-0.6489,4,98.0,1.0771,1.1602
1986-07-12,1986,7,12,0.9256,-0.5371,4,104.9,1.0702,1.1453
1986-07-13,1986,7,13,0.9626,-0.419,4,111.5,1.0499,1.1022
1986-07-14,1986,7,14,1.0845,-0.5095,4,109.8,1.1982,1.4357
1986-07-15,1986,7,15,0.9237,-0.3356,4,115.0,0.9827,0.9658
1986-07-16,1986,7,16,0.642,-0.0652,4,129.2,0.6453,0.4165
1986-07-17,1986,7,17,0.3637,0.4079,6,183.3,0.5465,0.2987
1986-07-18,1986,7,18,0.4778,0.7063,6,190.9,0.8527,0.7271
1986-07-19,1986,7,19,0.553,0.71,6,187.1,0.9,0.81
1986-07-20,1986,7,20,0.2059,0.6486,6,207.4,0.6805,0.463
1986-07-21,1986,7,21,-0.0318,0.8733,7,227.1,0.8739,0.7637
1986-07-22,1986,7,22,-0.0629,0.6444,7,230.6,0.6474,0.4191
1986-07-23,1986,7,23,-0.3713,0.4123,7,267.0,0.5548,0.3078
1986-07-24,1986,7,24,-0.5996,0.3715,8,283.2,0.7053,0.4975
1986-07-25,1986,7,25,-0.6003,0.4234,8,279.8,0.7346,0.5397
1986-07-26,1986,7,26,-0.5158,0.2518,8,289.0,0.574,0.3295
1986-07-27,1986,7,27,-0.4053,0.1274,8,297.5,0.4248,0.1805
1986-07-28,1986,7,28,-0.1785,0.1992,7,266.9,0.2675,0.0715
1986-07-29,1986,7,29,0.0595,0.4411,6,217.3,0.4451,0.1981
1986-07-30,1986,7,30,0.0832,0.6342,6,217.5,0.6396,0.4091
1986-07-31,1986,7,31,0.3372,0.743,6,200.6,0.8159,0.6657
1986-08-01,1986,8,1,0.6754,0.7781,6,184.0,1.0303,1.0616
1986-08-02,1986,8,2,0.797,0.8436,6,181.6,1.1605,1.3468
1986-08-03,1986,8,3,0.8406,0.7418,5,176.4,1.121,1.2567
1986-08-04,1986,8,4,1.0771,0.7562,5,170.1,1.3161,1.732
1986-08-05,1986,8,5,1.2868,1.0076,5,173.1,1.6343,2.6711
1986-08-06,1986,8,6,1.1513,1.1982,6,181.1,1.6616,2.761
1986-08-07,1986,8,7,0.8246,1.2361,6,191.3,1.4859,2.2079
1986-08-08,1986,8,8,0.5253,1.2458,6,202.1,1.352,1.828
1986-08-09,1986,8,9,0.4029,1.0906,6,204.7,1.1627,1.3518
1986-08-10,1986,8,10,0.4336,0.9214,6,199.8,1.0183,1.0369
1986-08-11,1986,8,11,0.5481,1.0688,6,197.9,1.2012,1.4428
1986-08-12,1986,8,12,0.7554,1.1393,6,191.5,1.367,1.8687
1986-08-13,1986,8,13,0.6864,1.407,6,199.0,1.5655,2.4507
1986-08-14,1986,8,14,0.5766,1.6608,6,205.9,1.758,3.0907
1986-08-15,1986,8,15,0.4544,1.8124,6,210.9,1.8685,3.4913
1986-08-16,1986,8,16,0.0627,1.8664,6,223.1,1.8674,3.4874
1986-08-17,1986,8,17,-0.2311,1.8761,7,232.0,1.8903,3.5733
1986-08-18,1986,8,18,-0.758,1.7521,7,248.4,1.909,3.6445
1986-08-19,1986,8,19,-1.0652,1.8021,7,255.6,2.0934,4.3822
1986-08-20,1986,8,20,-0.9529,1.9291,7,251.3,2.1516,4.6295
1986-08-21,1986,8,21,-0.9188,1.6813,7,253.7,1.916,3.671
1986-08-22,1986,8,22,-1.249,1.546,7,263.9,1.9875,3.9502
1986-08-23,1986,8,23,-1.2597,1.2371,8,270.5,1.7656,3.1172
1986-08-24,1986,8,24,-1.0254,0.8848,8,274.2,1.3544,1.8343
1986-08-25,1986,8,25,-0.998,0.4324,8,291.6,1.0876,1.1829
